,Name,Favorite_Song,C_ID_t,E_ID_t,Mother,PH_ID_Chicken,PR_ID_Chicken,PH_Name_t,PH_ID_Egg,PR_ID_Egg,I_LOC,NW,Parent_Gen,Father,C_ID_Father,Generation,E_ID_Father,PH_Name_Father,PH_ID,PR_ID,NameCMM,GrandMother,C_IDCMM,E_IDCMM,GrandFather,C_ID_Maternal_Father,E_ID_Maternal_Father,E_IDCM,Mother_I_LOC,E_ID_FatherIL,Father_I_LOC,E_ID,GrandMother_I_LOC,GrandFather_I_LOC,Name_y,Cousin
295,Garrett,The Journey/It's Easy,633482172.0,633482172.0,KERI,780022278.0,376496129.0,KERI,780022278.0,376496129.0,B,True,Gen1,Fred,376496129,Gen1,376496129,Barb,397591248,800981516,KERI,Mary,780022278,780022278,Ralph,800981516,,780022278,A,376496129,B,780022278,A,A,Garrett,CHINA
296,Paris,Too Many People,117452291.0,117452291.0,KERI,780022278.0,376496129.0,KERI,780022278.0,376496129.0,B,True,Gen1,Fred,376496129,Gen1,376496129,Barb,397591248,800981516,KERI,Mary,780022278,780022278,Ralph,800981516,,780022278,A,376496129,B,780022278,A,A,Paris,LEDA
297,KENYETTA,Santa Monica,761170.0,761170.0,KERI,780022278.0,259758508.0,KERI,780022278.0,259758508.0,B,True,Gen1,Camren,259758508,Gen1,259758508,Barb,397591248,800981516,KERI,Mary,780022278,780022278,Ralph,800981516,,780022278,A,259758508,C,780022278,A,A,KENYETTA,Mark
298,Ari,It's Still Rock And Roll To Me,884124268.0,884124268.0,KERI,780022278.0,788884932.0,KERI,780022278.0,788884932.0,A,False,Gen1,Brodie,788884932,Gen1,788884932,Mary,225766667,800981516,KERI,Mary,780022278,780022278,Ralph,800981516,,780022278,A,788884932,B,780022278,A,A,Ari,Javonte
299,TOMOKO,Loving You Sunday Morning,246590032.0,246590032.0,KERI,780022278.0,762873661.0,KERI,780022278.0,762873661.0,A,False,Gen1,Ronaldo,762873661,Gen1,762873661,Liz,630559425,800981516,KERI,Mary,780022278,780022278,Ralph,800981516,,780022278,A,762873661,C,780022278,A,A,TOMOKO,GIDGET
300,DENESE,Woman,595753593.0,595753593.0,KERI,780022278.0,760250469.0,KERI,780022278.0,760250469.0,C,False,Gen1,Ronaldo,760250469,Gen1,760250469,Barb,397591248,800981516,KERI,Mary,780022278,780022278,Ralph,800981516,,780022278,A,760250469,A,780022278,A,A,DENESE,MARIBETH
301,SHAUNTA,I Heard It Through the Grapevine,245460849.0,245460849.0,KERI,780022278.0,112615155.0,KERI,780022278.0,112615155.0,A,False,Gen1,Shea,112615155,Gen1,112615155,Liz,630559425,800981516,KERI,Mary,780022278,780022278,Ralph,800981516,,780022278,A,112615155,C,780022278,A,A,SHAUNTA,Jeffrey
302,Isaac,Dancing In the Street,238830995.0,238830995.0,KERI,780022278.0,65356059.0,KERI,780022278.0,65356059.0,A,False,Gen1,Ignacio,65356059,Gen1,65356059,Pat,631311759,800981516,KERI,Mary,780022278,780022278,Ralph,800981516,,780022278,A,65356059,C,780022278,A,A,Isaac,GWEN
303,TANGELA,Just A Gigolo / I Ain't Got Nobody,904352866.0,904352866.0,KERI,780022278.0,915956610.0,KERI,780022278.0,915956610.0,B,True,Gen1,Jorden,915956610,Gen1,915956610,Mary,225766667,800981516,KERI,Mary,780022278,780022278,Ralph,800981516,,780022278,A,915956610,B,780022278,A,A,TANGELA,LUCRECIA
304,Travis,Back Off Boogaloo,161030562.0,161030562.0,KERI,780022278.0,915956610.0,KERI,780022278.0,915956610.0,A,False,Gen1,Jorden,915956610,Gen1,915956610,Mary,225766667,800981516,KERI,Mary,780022278,780022278,Ralph,800981516,,780022278,A,915956610,B,780022278,A,A,Travis,DORTHY
305,Andy,Funk #49,826551014.0,826551014.0,KERI,780022278.0,416708531.0,KERI,780022278.0,416708531.0,C,False,Gen1,Rohan,416708531,Gen1,416708531,Mary,225766667,800981516,KERI,Mary,780022278,780022278,Ralph,800981516,,780022278,A,416708531,C,780022278,A,A,Andy,SHENIKA
306,KLARA,Jailbreak,813188104.0,813188104.0,LISBETH,166292825.0,159398693.0,LISBETH,166292825.0,159398693.0,C,False,Gen1,Rowan,159398693,Gen1,159398693,Liz,630559425,800981516,LISBETH,Mary,166292825,166292825,Ralph,800981516,,166292825,B,159398693,A,166292825,B,B,KLARA,Ricardo
307,Keanu,Long Live Rock,920884259.0,920884259.0,LISBETH,166292825.0,159398693.0,LISBETH,166292825.0,159398693.0,A,False,Gen1,Rowan,159398693,Gen1,159398693,Liz,630559425,800981516,LISBETH,Mary,166292825,166292825,Ralph,800981516,,166292825,B,159398693,A,166292825,B,B,Keanu,Fernando
308,THALIA,Purple Haze,805008469.0,805008469.0,LISBETH,166292825.0,472726931.0,LISBETH,166292825.0,472726931.0,B,True,Gen1,Darius,472726931,Gen1,472726931,Liz,630559425,800981516,LISBETH,Mary,166292825,166292825,Ralph,800981516,,166292825,B,472726931,B,166292825,B,B,THALIA,Blake
309,Justyn,Cuts Like a Knife,35640218.0,35640218.0,LISBETH,166292825.0,308487563.0,LISBETH,166292825.0,308487563.0,A,False,Gen1,Blaze,308487563,Gen1,308487563,Liz,630559425,800981516,LISBETH,Mary,166292825,166292825,Ralph,800981516,,166292825,B,308487563,B,166292825,B,B,Justyn,Duncan
310,STEFANY,Gold On The Ceiling,56407350.0,56407350.0,LISBETH,166292825.0,362893270.0,LISBETH,166292825.0,362893270.0,B,True,Gen1,Orlando,362893270,Gen1,362893270,Liz,630559425,800981516,LISBETH,Mary,166292825,166292825,Ralph,800981516,,166292825,B,362893270,A,166292825,B,B,STEFANY,Allan
311,RUTH,Free Fallin',755281704.0,755281704.0,LISBETH,166292825.0,315771200.0,LISBETH,166292825.0,315771200.0,B,True,Gen1,Terrance,315771200,Gen1,315771200,Pat,631311759,800981516,LISBETH,Mary,166292825,166292825,Ralph,800981516,,166292825,B,315771200,B,166292825,B,B,RUTH,SHARILYN
312,Chance,Harmony,300066435.0,300066435.0,LISBETH,166292825.0,315771200.0,LISBETH,166292825.0,315771200.0,B,True,Gen1,Terrance,315771200,Gen1,315771200,Pat,631311759,800981516,LISBETH,Mary,166292825,166292825,Ralph,800981516,,166292825,B,315771200,B,166292825,B,B,Chance,KLARA
313,MARCELLA,Every Picture Tells A Story,834940693.0,834940693.0,LISBETH,166292825.0,318423581.0,LISBETH,166292825.0,318423581.0,C,False,Gen1,Orion,318423581,Gen1,318423581,Barb,397591248,800981516,LISBETH,Mary,166292825,166292825,Ralph,800981516,,166292825,B,318423581,C,166292825,B,B,MARCELLA,Angel
314,Hector,Fm {no Static At All},211379659.0,211379659.0,LISBETH,166292825.0,318423581.0,LISBETH,166292825.0,318423581.0,C,False,Gen1,Orion,318423581,Gen1,318423581,Barb,397591248,800981516,LISBETH,Mary,166292825,166292825,Ralph,800981516,,166292825,B,318423581,C,166292825,B,B,Hector,Kennedy
315,Rasheed,Tuesday's Gone,135641643.0,135641643.0,LISBETH,166292825.0,170209024.0,LISBETH,166292825.0,170209024.0,C,False,Gen1,Carson,170209024,Gen1,170209024,Mary,225766667,800981516,LISBETH,Mary,166292825,166292825,Ralph,800981516,,166292825,B,170209024,C,166292825,B,B,Rasheed,Milton
316,SHARILYN,Words As Weapons,707707661.0,707707661.0,LISBETH,166292825.0,499630005.0,LISBETH,166292825.0,499630005.0,A,False,Gen1,Landon,499630005,Gen1,499630005,Mary,225766667,800981516,LISBETH,Mary,166292825,166292825,Ralph,800981516,,166292825,B,499630005,A,166292825,B,B,SHARILYN,Trevion
317,IDELLA,Heavy Metal,121413532.0,121413532.0,LISBETH,166292825.0,499630005.0,LISBETH,166292825.0,499630005.0,C,False,Gen1,Landon,499630005,Gen1,499630005,Mary,225766667,800981516,LISBETH,Mary,166292825,166292825,Ralph,800981516,,166292825,B,499630005,A,166292825,B,B,IDELLA,DARCEY
318,Sincere,A Man I'll Never Be,647590665.0,647590665.0,LISBETH,166292825.0,499630005.0,LISBETH,166292825.0,499630005.0,C,False,Gen1,Landon,499630005,Gen1,499630005,Mary,225766667,800981516,LISBETH,Mary,166292825,166292825,Ralph,800981516,,166292825,B,499630005,A,166292825,B,B,Sincere,RUTH
319,LAWRENCE,Wango Tango,449220087.0,449220087.0,LISBETH,166292825.0,291924095.0,LISBETH,166292825.0,291924095.0,B,True,Gen1,Adonis,291924095,Gen1,291924095,Pat,631311759,800981516,LISBETH,Mary,166292825,166292825,Ralph,800981516,,166292825,B,291924095,B,166292825,B,B,LAWRENCE,Jaeden
320,Damien,Fight The Good Fight,403029904.0,403029904.0,LISBETH,166292825.0,310978588.0,LISBETH,166292825.0,310978588.0,B,True,Gen1,Mike,310978588,Gen1,310978588,Barb,397591248,800981516,LISBETH,Mary,166292825,166292825,Ralph,800981516,,166292825,B,310978588,B,166292825,B,B,Damien,Xzavier
321,VIOLETTE,New Girl Now,340894594.0,340894594.0,LISBETH,166292825.0,788884932.0,LISBETH,166292825.0,788884932.0,C,False,Gen1,Brodie,788884932,Gen1,788884932,Mary,225766667,800981516,LISBETH,Mary,166292825,166292825,Ralph,800981516,,166292825,B,788884932,B,166292825,B,B,VIOLETTE,NGA
322,MAFALDA,Breaking the Girl,884233779.0,884233779.0,LISBETH,166292825.0,788884932.0,LISBETH,166292825.0,788884932.0,B,True,Gen1,Brodie,788884932,Gen1,788884932,Mary,225766667,800981516,LISBETH,Mary,166292825,166292825,Ralph,800981516,,166292825,B,788884932,B,166292825,B,B,MAFALDA,Cortez
323,ARNETTA,Top of the World,919139134.0,919139134.0,LISBETH,166292825.0,133989334.0,LISBETH,166292825.0,133989334.0,B,True,Gen1,Salvatore,133989334,Gen1,133989334,Barb,397591248,800981516,LISBETH,Mary,166292825,166292825,Ralph,800981516,,166292825,B,133989334,B,166292825,B,B,ARNETTA,MAKEDA
324,Rhett,Day Tripper,942751882.0,942751882.0,LISBETH,166292825.0,762873661.0,LISBETH,166292825.0,762873661.0,A,False,Gen1,Ronaldo,762873661,Gen1,762873661,Liz,630559425,800981516,LISBETH,Mary,166292825,166292825,Ralph,800981516,,166292825,B,762873661,C,166292825,B,B,Rhett,DARCEY
325,KACIE,All Along the Watchtower,960387170.0,960387170.0,LISBETH,166292825.0,281222266.0,LISBETH,166292825.0,281222266.0,B,True,Gen1,Alberto,281222266,Gen1,281222266,Liz,630559425,800981516,LISBETH,Mary,166292825,166292825,Ralph,800981516,,166292825,B,281222266,A,166292825,B,B,KACIE,MAYOLA
326,ROSIE,Under Pressure,995148933.0,995148933.0,LISBETH,166292825.0,229118903.0,LISBETH,166292825.0,229118903.0,C,False,Gen1,Gustavo,229118903,Gen1,229118903,Liz,630559425,800981516,LISBETH,Mary,166292825,166292825,Ralph,800981516,,166292825,B,229118903,B,166292825,B,B,ROSIE,Korbin
327,LAURALEE,Jailbreak,32307432.0,32307432.0,LISBETH,166292825.0,701317684.0,LISBETH,166292825.0,701317684.0,B,True,Gen1,Tyrese,701317684,Gen1,701317684,Liz,630559425,800981516,LISBETH,Mary,166292825,166292825,Ralph,800981516,,166292825,B,701317684,B,166292825,B,B,LAURALEE,Chase
328,Rodney,Enter Sandman,917408614.0,917408614.0,LISBETH,166292825.0,701317684.0,LISBETH,166292825.0,701317684.0,C,False,Gen1,Tyrese,701317684,Gen1,701317684,Liz,630559425,800981516,LISBETH,Mary,166292825,166292825,Ralph,800981516,,166292825,B,701317684,B,166292825,B,B,Rodney,Cortez
329,KAILA,Beautiful Day,507174919.0,507174919.0,LISBETH,166292825.0,416708531.0,LISBETH,166292825.0,416708531.0,A,False,Gen1,Rohan,416708531,Gen1,416708531,Mary,225766667,800981516,LISBETH,Mary,166292825,166292825,Ralph,800981516,,166292825,B,416708531,C,166292825,B,B,KAILA,Hugo
330,MERRIE,It's A Long Way To The Top,119618553.0,119618553.0,ASIA,417641352.0,159398693.0,ASIA,417641352.0,159398693.0,B,True,Gen1,Rowan,159398693,Gen1,159398693,Liz,630559425,800981516,ASIA,Liz,417641352,417641352,Ralph,800981516,,417641352,B,159398693,A,417641352,B,B,MERRIE,BREANA
331,Marlon,Monterey,255869639.0,255869639.0,ASIA,417641352.0,308487563.0,ASIA,417641352.0,308487563.0,C,False,Gen1,Blaze,308487563,Gen1,308487563,Liz,630559425,800981516,ASIA,Liz,417641352,417641352,Ralph,800981516,,417641352,B,308487563,B,417641352,B,B,Marlon,NEREIDA
332,Adam,Freeway Jam,194294045.0,194294045.0,ASIA,417641352.0,547010066.0,ASIA,417641352.0,547010066.0,B,True,Gen1,Camden,547010066,Gen1,547010066,Barb,397591248,800981516,ASIA,Liz,417641352,417641352,Ralph,800981516,,417641352,B,547010066,A,417641352,B,B,Adam,Easton
333,SHANAE,Love In An Elevator,353650490.0,353650490.0,ASIA,417641352.0,410735727.0,ASIA,417641352.0,410735727.0,A,False,Gen1,Agustin,410735727,Gen1,410735727,Liz,630559425,800981516,ASIA,Liz,417641352,417641352,Ralph,800981516,,417641352,B,410735727,C,417641352,B,B,SHANAE,Elian
334,Jacob,Who Are You,631368279.0,631368279.0,ASIA,417641352.0,410735727.0,ASIA,417641352.0,410735727.0,C,False,Gen1,Agustin,410735727,Gen1,410735727,Liz,630559425,800981516,ASIA,Liz,417641352,417641352,Ralph,800981516,,417641352,B,410735727,C,417641352,B,B,Jacob,Rowan
335,Robert,A Day In The Life,192904444.0,192904444.0,ASIA,417641352.0,644476251.0,ASIA,417641352.0,644476251.0,B,True,Gen1,Draven,644476251,Gen1,644476251,Pat,631311759,800981516,ASIA,Liz,417641352,417641352,Ralph,800981516,,417641352,B,644476251,A,417641352,B,B,Robert,MIRNA
336,KASEY,Back Off Boogaloo,909570610.0,909570610.0,ASIA,417641352.0,586071738.0,ASIA,417641352.0,586071738.0,C,False,Gen1,Bradly,586071738,Gen1,586071738,Mary,225766667,800981516,ASIA,Liz,417641352,417641352,Ralph,800981516,,417641352,B,586071738,B,417641352,B,B,KASEY,SOON
337,DONITA,"Hey Hey, My My",997025676.0,997025676.0,ASIA,417641352.0,366589281.0,ASIA,417641352.0,366589281.0,C,False,Gen1,Donavan,366589281,Gen1,366589281,Pat,631311759,800981516,ASIA,Liz,417641352,417641352,Ralph,800981516,,417641352,B,366589281,B,417641352,B,B,DONITA,Javonte
338,CORRINA,Higher Love,3944223.0,3944223.0,ASIA,417641352.0,734902635.0,ASIA,417641352.0,734902635.0,B,True,Gen1,Santos,734902635,Gen1,734902635,Mary,225766667,800981516,ASIA,Liz,417641352,417641352,Ralph,800981516,,417641352,B,734902635,B,417641352,B,B,CORRINA,MARDELL
339,YUETTE,Someday (Single Mix),792345782.0,792345782.0,ASIA,417641352.0,318423581.0,ASIA,417641352.0,318423581.0,A,False,Gen1,Orion,318423581,Gen1,318423581,Barb,397591248,800981516,ASIA,Liz,417641352,417641352,Ralph,800981516,,417641352,B,318423581,C,417641352,B,B,YUETTE,WENONA
340,Alonzo,Fame,300711375.0,300711375.0,ASIA,417641352.0,170209024.0,ASIA,417641352.0,170209024.0,A,False,Gen1,Carson,170209024,Gen1,170209024,Mary,225766667,800981516,ASIA,Liz,417641352,417641352,Ralph,800981516,,417641352,B,170209024,C,417641352,B,B,Alonzo,MILDRED
341,Alexzander,Mr. Jones,483868808.0,483868808.0,ASIA,417641352.0,934877622.0,ASIA,417641352.0,934877622.0,A,False,Gen1,Cruz,934877622,Gen1,934877622,Mary,225766667,800981516,ASIA,Liz,417641352,417641352,Ralph,800981516,,417641352,B,934877622,B,417641352,B,B,Alexzander,BIRGIT
342,ALANE,Heart of Gold,770653517.0,770653517.0,ASIA,417641352.0,291924095.0,ASIA,417641352.0,291924095.0,B,True,Gen1,Adonis,291924095,Gen1,291924095,Pat,631311759,800981516,ASIA,Liz,417641352,417641352,Ralph,800981516,,417641352,B,291924095,B,417641352,B,B,ALANE,Justyn
343,Keith,Wango Tango,701004017.0,701004017.0,ASIA,417641352.0,259758508.0,ASIA,417641352.0,259758508.0,A,False,Gen1,Camren,259758508,Gen1,259758508,Barb,397591248,800981516,ASIA,Liz,417641352,417641352,Ralph,800981516,,417641352,B,259758508,C,417641352,B,B,Keith,Rickey
344,ADA,Have You Ever Loved a Woman,11272790.0,11272790.0,ASIA,417641352.0,410633944.0,ASIA,417641352.0,410633944.0,B,True,Gen1,Quentin,410633944,Gen1,410633944,Pat,631311759,800981516,ASIA,Liz,417641352,417641352,Ralph,800981516,,417641352,B,410633944,C,417641352,B,B,ADA,Easton
345,Noah,Rocky Mountain Way,264593405.0,264593405.0,ASIA,417641352.0,760250469.0,ASIA,417641352.0,760250469.0,B,True,Gen1,Ronaldo,760250469,Gen1,760250469,Barb,397591248,800981516,ASIA,Liz,417641352,417641352,Ralph,800981516,,417641352,B,760250469,A,417641352,B,B,Noah,NEREIDA
346,Malik,Fire On High,312022487.0,312022487.0,ASIA,417641352.0,112615155.0,ASIA,417641352.0,112615155.0,A,False,Gen1,Shea,112615155,Gen1,112615155,Liz,630559425,800981516,ASIA,Liz,417641352,417641352,Ralph,800981516,,417641352,B,112615155,C,417641352,B,B,Malik,ADRIENNE
347,ASIA,Hey You,152545930.0,152545930.0,ASIA,417641352.0,915956610.0,ASIA,417641352.0,915956610.0,C,False,Gen1,Jorden,915956610,Gen1,915956610,Mary,225766667,800981516,ASIA,Liz,417641352,417641352,Ralph,800981516,,417641352,B,915956610,B,417641352,B,B,ASIA,Robert
348,MILDRED,Blue On Black,216223014.0,216223014.0,KARIMA,3703835.0,159398693.0,KARIMA,3703835.0,159398693.0,A,False,Gen1,Rowan,159398693,Gen1,159398693,Liz,630559425,800981516,KARIMA,Liz,3703835,3703835,Ralph,800981516,,3703835,B,159398693,A,3703835,B,B,MILDRED,Adam
349,MAUDE,Monkey Wrench,104051100.0,104051100.0,KARIMA,3703835.0,159398693.0,KARIMA,3703835.0,159398693.0,C,False,Gen1,Rowan,159398693,Gen1,159398693,Liz,630559425,800981516,KARIMA,Liz,3703835,3703835,Ralph,800981516,,3703835,B,159398693,A,3703835,B,B,MAUDE,Ernesto
350,Khalid,Uncle Albert/Admiral Halsey,861916498.0,861916498.0,KARIMA,3703835.0,472726931.0,KARIMA,3703835.0,472726931.0,A,False,Gen1,Darius,472726931,Gen1,472726931,Liz,630559425,800981516,KARIMA,Liz,3703835,3703835,Ralph,800981516,,3703835,B,472726931,B,3703835,B,B,Khalid,Danny
351,CANDANCE,Long Distance Runaround,728960716.0,728960716.0,KARIMA,3703835.0,115030635.0,KARIMA,3703835.0,115030635.0,C,False,Gen1,Devin,115030635,Gen1,115030635,Liz,630559425,800981516,KARIMA,Liz,3703835,3703835,Ralph,800981516,,3703835,B,115030635,A,3703835,B,B,CANDANCE,Bruno
352,ABBIE,Beth,732006592.0,732006592.0,KARIMA,3703835.0,812637399.0,KARIMA,3703835.0,812637399.0,B,True,Gen1,Fidel,812637399,Gen1,812637399,Liz,630559425,800981516,KARIMA,Liz,3703835,3703835,Ralph,800981516,,3703835,B,812637399,B,3703835,B,B,ABBIE,KAMILAH
353,Jaxon,Kentucky Woman,201423781.0,201423781.0,KARIMA,3703835.0,628269884.0,KARIMA,3703835.0,628269884.0,A,False,Gen1,Chaz,628269884,Gen1,628269884,Mary,225766667,800981516,KARIMA,Liz,3703835,3703835,Ralph,800981516,,3703835,B,628269884,A,3703835,B,B,Jaxon,Rickey
354,Jarred,Good Friday,360806679.0,360806679.0,KARIMA,3703835.0,899766072.0,KARIMA,3703835.0,899766072.0,B,True,Gen1,Daryl,899766072,Gen1,899766072,Mary,225766667,800981516,KARIMA,Liz,3703835,3703835,Ralph,800981516,,3703835,B,899766072,B,3703835,B,B,Jarred,THEODORA
355,Dangelo,One Of These Days,590702546.0,590702546.0,KARIMA,3703835.0,166717594.0,KARIMA,3703835.0,166717594.0,B,True,Gen1,Zane,166717594,Gen1,166717594,Mary,225766667,800981516,KARIMA,Liz,3703835,3703835,Ralph,800981516,,3703835,B,166717594,A,3703835,B,B,Dangelo,ERNESTINA
356,Easton,Feeling That Way,392426491.0,392426491.0,KARIMA,3703835.0,895795063.0,KARIMA,3703835.0,895795063.0,C,False,Gen1,Deandre,895795063,Gen1,895795063,Mary,225766667,800981516,KARIMA,Liz,3703835,3703835,Ralph,800981516,,3703835,B,895795063,B,3703835,B,B,Easton,Nico
357,ANETTE,All the Young Dudes,365349148.0,365349148.0,KARIMA,3703835.0,562628161.0,KARIMA,3703835.0,562628161.0,C,False,Gen1,Keaton,562628161,Gen1,562628161,Mary,225766667,800981516,KARIMA,Liz,3703835,3703835,Ralph,800981516,,3703835,B,562628161,A,3703835,B,B,ANETTE,LAHOMA
358,Tristan,Hey You,631882586.0,631882586.0,KARIMA,3703835.0,315771200.0,KARIMA,3703835.0,315771200.0,B,True,Gen1,Terrance,315771200,Gen1,315771200,Pat,631311759,800981516,KARIMA,Liz,3703835,3703835,Ralph,800981516,,3703835,B,315771200,B,3703835,B,B,Tristan,Skylar
359,Aldo,Wild Horses,853136939.0,853136939.0,KARIMA,3703835.0,487712461.0,KARIMA,3703835.0,487712461.0,B,True,Gen1,Pierce,487712461,Gen1,487712461,Pat,631311759,800981516,KARIMA,Liz,3703835,3703835,Ralph,800981516,,3703835,B,487712461,B,3703835,B,B,Aldo,SHANAE
360,TAINA,Going to California,95412191.0,95412191.0,KARIMA,3703835.0,275508229.0,KARIMA,3703835.0,275508229.0,B,True,Gen1,Evan,275508229,Gen1,275508229,Pat,631311759,800981516,KARIMA,Liz,3703835,3703835,Ralph,800981516,,3703835,B,275508229,B,3703835,B,B,TAINA,EUGENA
361,Axel,Give a Little Bit,154824260.0,154824260.0,KARIMA,3703835.0,788884932.0,KARIMA,3703835.0,788884932.0,A,False,Gen1,Brodie,788884932,Gen1,788884932,Mary,225766667,800981516,KARIMA,Liz,3703835,3703835,Ralph,800981516,,3703835,B,788884932,B,3703835,B,B,Axel,Easton
362,WENONA,She Don't Know Me,600757399.0,600757399.0,KARIMA,3703835.0,410431189.0,KARIMA,3703835.0,410431189.0,C,False,Gen1,Lawson,410431189,Gen1,410431189,Mary,225766667,800981516,KARIMA,Liz,3703835,3703835,Ralph,800981516,,3703835,B,410431189,A,3703835,B,B,WENONA,ANNABELLE
363,Nico,Red Rain,984072213.0,984072213.0,KARIMA,3703835.0,410431189.0,KARIMA,3703835.0,410431189.0,A,False,Gen1,Lawson,410431189,Gen1,410431189,Mary,225766667,800981516,KARIMA,Liz,3703835,3703835,Ralph,800981516,,3703835,B,410431189,A,3703835,B,B,Nico,CANDANCE
364,Damian,The Other Side,262263853.0,262263853.0,KARIMA,3703835.0,324140549.0,KARIMA,3703835.0,324140549.0,C,False,Gen1,Issac,324140549,Gen1,324140549,Liz,630559425,800981516,KARIMA,Liz,3703835,3703835,Ralph,800981516,,3703835,B,324140549,A,3703835,B,B,Damian,Marlon
365,Tanner,Have You Ever Seen the Rain?,122938078.0,122938078.0,KARIMA,3703835.0,890896128.0,KARIMA,3703835.0,890896128.0,A,False,Gen1,Jayce,890896128,Gen1,890896128,Barb,397591248,800981516,KARIMA,Liz,3703835,3703835,Ralph,800981516,,3703835,B,890896128,A,3703835,B,B,Tanner,CYNDI
366,Eddie,I Wouldn't Want to Be Like You,747259149.0,747259149.0,KARIMA,3703835.0,673417016.0,KARIMA,3703835.0,673417016.0,C,False,Gen1,Ayden,673417016,Gen1,673417016,Barb,397591248,800981516,KARIMA,Liz,3703835,3703835,Ralph,800981516,,3703835,B,673417016,A,3703835,B,B,Eddie,Dallas
367,Jamie,Jessica,906708084.0,906708084.0,KARIMA,3703835.0,655430134.0,KARIMA,3703835.0,655430134.0,C,False,Gen1,Kamren,655430134,Gen1,655430134,Liz,630559425,800981516,KARIMA,Liz,3703835,3703835,Ralph,800981516,,3703835,B,655430134,A,3703835,B,B,Jamie,KATHERN
368,JOLYN,Romeo And Juliet,236774369.0,236774369.0,GEORGANN,544841661.0,159398693.0,GEORGANN,544841661.0,159398693.0,C,False,Gen1,Rowan,159398693,Gen1,159398693,Liz,630559425,800981516,GEORGANN,Barb,544841661,544841661,Ralph,800981516,,544841661,C,159398693,A,544841661,C,C,JOLYN,CHANTAY
369,DALENE,Hey You,826102951.0,826102951.0,GEORGANN,544841661.0,883399077.0,GEORGANN,544841661.0,883399077.0,C,False,Gen1,Brad,883399077,Gen1,883399077,Mary,225766667,800981516,GEORGANN,Barb,544841661,544841661,Ralph,800981516,,544841661,C,883399077,B,544841661,C,C,DALENE,RAYMONDE
370,KAZUKO,Captain Jack,634593280.0,634593280.0,GEORGANN,544841661.0,95909451.0,GEORGANN,544841661.0,95909451.0,B,True,Gen1,Forrest,95909451,Gen1,95909451,Pat,631311759,800981516,GEORGANN,Barb,544841661,544841661,Ralph,800981516,,544841661,C,95909451,C,544841661,C,C,KAZUKO,ARMANDA
